pmcid,pmid,source_category,eligibility_status,fulltext_eligible,retracted,is_manuscript,license_code,license_band,flags,eligibility_reason
,40996413,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40996936,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40997020,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40997213,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40997226,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40997516,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40997716,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40997838,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40997999,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40998026,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40998137,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40998199,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40998502,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40998544,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40999731,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41000777,pubmed-abstract,eligible,no,no,no,,none,preprint,admissible; retrieval-time gates (currency/authority) apply
,41000907,pubmed-abstract,eligible,no,no,no,,none,preprint,admissible; retrieval-time gates (currency/authority) apply
,41004063,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41004104,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41004655,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41004660,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41004907,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41004910,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41005017,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41005039,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41005259,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41005603,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41006692,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41014125,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41014665,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41015617,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41016288,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41016322,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41016762,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41017372,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41017390,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41017678,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41020740,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41021398,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41021406,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41021960,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41022152,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41022173,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41022653,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41023476,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41024673,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41024723,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41025351,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41025578,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41025579,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41025928,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41027829,pubmed-abstract,excluded,no,no,no,,none,erratum,"correction/retraction notice; metadata, not standalone evidence"
,41029036,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41029146,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41031684,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41032076,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41032078,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41032080,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41032100,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41032131,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41032233,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41032541,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41032659,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41033048,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41033139,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41033268,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41033785,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41033931,pubmed-abstract,eligible,no,no,no,,none,guideline,admissible; retrieval-time gates (currency/authority) apply
,41034167,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41034168,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41035315,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41037374,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41037382,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41037500,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41037976,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41038002,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41038110,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41038644,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41038687,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41039123,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41040693,pubmed-abstract,eligible,no,no,no,,none,preprint,admissible; retrieval-time gates (currency/authority) apply
,41042892,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41043097,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41043592,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41043796,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41043800,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41043815,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41045626,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41045735,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41046015,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41046106,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41046632,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41046655,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41046686,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41046825,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41047041,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41047159,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41047226,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41047459,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41047640,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41047641,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41047643,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41047644,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41047645,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41047646,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41047650,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41047651,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41047653,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41047654,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41051689,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41051990,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41053432,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41053519,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41054292,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41054805,pubmed-abstract,eligible,no,no,no,,none,opinion,admissible; retrieval-time gates (currency/authority) apply
,41055495,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41055934,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41056389,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41056815,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41056874,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41056883,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41057029,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41058585,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41058602,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41059767,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41060051,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,41060258,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
